person	response
십년 전에 재개발 된다고 사놓은 빌라가 아직도 그대로야.	사놓은 빌라가 재개발이 안되어 속상하시겠어요.
요즘 들어 외로운 기분이 들어.	무슨 일 때문에 외로움을 느끼시는 건가요?
내가 자식들에게 짐만 되는 것 같은 느낌이 들어 너무 슬퍼.	무엇이 슬픔을 느끼도록 만들었나요?
큰딸이 내 집에 인슐린약이랑 주사기를 죄다 놓고 갔나봐. 전화가 와서 급히 좀 가져다 달라고 하네.	지금 따님이 약이 없어서 그런가 보네요. 빨리 가져다드려야 하지 않을까요?
얼마 전 집 계약서를 썼는데 사기를 당했어. 다음 주에 집을 비워야 하는데 큰일이군.	사기로 인해 집에서 쫓겨나게 돼서 불안하시겠어요.
스스로 한심하고 슬퍼서 눈물이 날 것 같아.	왜요? 무슨 일이 있으셨나요?
나이를 먹으니 점점 내 자신이 부끄러워.	무엇 때문에 그렇게 생각 하세요?
내가 만성질환이 있다는 것을 듣고 건강하지 못하다는 것에 실망했어.	자신이 건강하지 않다는 것에 실망감을 느끼고 계시는군요.
예전에 돈을 빌려간 그 친구가 여전히 사정이 어려운 것 같아 마음이 아파.	친구의 사정에 마음이 아프셨군요.
인간관계에 눈물나.	왜 그러세요?
아내가 중이염 수술을 받고 나서 전보다 더 내 얘기를 더 잘 들을 수 있게 됐어.	아내 분의 수술이 잘돼서 다행이네요.
위암 때문에 내시경을 진행했는데 위에 퍼진 암이 너무 징그러워.	내시경으로 본 암의 모습이 많이 징그러웠군요.
왜 돈이 안모이는지 모르겠네.	재정 문제로 고민이 있으시군요.
치매 검사 결과가 나왔어.	어떻게 나왔어요?
어제 친구가 죽었다는 소리를 들었어 살아있을때 되게 똑똑한 사람이었는데.	친구분이 갑자기 돌아가시게 되어 많이 충격받으신 모양이군요 충격에 헤어나올 방법은 없을까요??
나이를 먹으니 친구 관리하기가 성가시네.	어떤 점에서 그러시는거에요?
오늘은 나에게 아주 특별한 날이야.	무슨 좋은 일이라도 있으신가요? 궁금해요.
언니가 갑자기 간 이식 수술비로 큰돈을 빌려달라고 해서 당황스러워.	언니가 수술비를 빌려달라고 하시니 당황스러우시겠어요.
은퇴하고 몸이 아프니 사람들이 찾아오지 않아.	사람들이 찾아오지 않으신가요.
건강하지 못해 화가 나.	만성질환이 있나요?
난 내 돈을 믿어.	그렇게 생각하시는 이유가 있나요?
당장 돈이 필요한데 어떡하지?	무슨일 있으신가요?
헬스클럽에서 운동하고 나면 기분이 날아 갈 것 같아. 몸도 가볍고.	언제부터 운동을 시작하신 건가요?
외로워서 새로운 인연을 만나고 싶은데 경제적 상황이 여의치 않아.	경제적 상황이 어려워서 새로운 인연을 만나길 주저하고 있으시군요.
회사에 상무님이 자꾸 영수증처리를 안하셔서 난감해.	계속 어디론가 돈이 새고 있는 건가요?
요즘 우울증인가 봐 뭘 해도 즐겁지가 않아.	뭘 해도 즐겁지 않으시군요. 정말 우울할 거 같아요.
당뇨를 앓고 있는 나에게 교회 사람들이 늘 도움을 줘.	교회 사람들이 늘 도움을 주시는군요. 고마우시겠어요.
어려워도 보험료는 꼬박꼬박 납부했는데 내 병은 보험혜택이 안 된다고 해.	보험료를 계속 납부했는데 내 병은 혜택을 받을 수 없다고 해서 속상하시겠어요.
오늘 화가 많이 났어.	무슨 일이 있으셨나요?
아파서 골골거리면서 오래 살아서 뭐하겠어.	어디가 아프신건가요?
당뇨가 집안 내력인지 건강했던 아들도 당뇨에 걸리고 말아 속상해..	많이 속상하시겠어요.
치매 방지를 위해 아내와 매일 오목을 두는 시간을 가지고 있어.	치매가 다가온다니 많이 속상하시겠어요.
건강 생각에 두려워.	왜 그러세요?
노인병원에서 말년을 보내고 있어.	노인병원에 계시는군요.
나는 참 감사한 인생을 사는거 같아.	어떤 부분이 감사한가요?
몸은 건강한데 예전 직장  동료에게 금전 관계로 배신감이 들어 마음이 아파.	믿었던 사람에게 배신당하셔서 힘드시겠네요.
원 날이  이렇게 더운 것인지 모르겠네.	날씨가 많이 더우시군요.
진짜 짜증나는 일이 생겼어.	무슨 일 있으세요?
아들이 내년에 결혼한다는데 모아둔 돈이 없어서 보태줄 수가 없어.	아들을 도와줄 수가 없어서 속상하시겠어요.
인간은 필연적으로 언젠간 죽게 된다는 사실만 인지하면 너무 힘이 없어져. 의욕도 없어지고.	다시 살아갈 힘을 얻을 수 있는 방법엔 뭐가 있을까요?
나한테 한마디 상의도 없이 아내가 적금을 깨서 주식에 전부 투자해놨지 뭐야.	아내의 독단적인 행동이 옳지 않다고 생각하시면서도 돈을 벌어서 기쁘시군요.
지인들하고 사는 곳이 거리가 좀 있어서 만나기가 힘드네.	지인분들은 만나기 힘드셔서 속상하시겠어요.
요즘 너무 과소비를 한 것 같아서 불안한 마음이 들어.	그런 감정을 느끼시는군요. 어떻게 해야 이 상황을 타개할 수 있을까요?
신장 투석을 할 때마다 너무 아파서 움직일 수가 없는데 병원비도 너무 비싸.	마음이 싱숭생숭 하시겠어요.
노인이 되어가면서 점점 다른 사람들에게 눈치를 보게 된다.	노인이 되면 왜 다는 사람들의 눈치를 보게 되나요?
오늘 병원엘 갔는데 창피한 일이 있었어.	무슨 창피한 일요?
퇴직 후 연락 오는 사람이 없네?	퇴직 후 연락 오는 사람이 없어 속상하신가요?
퇴직하기 전에 타지 생활을 많이 했어.	타지 생활을 오래 하셨군요.
늙고 힘없다고 나를 무시하는 자식을 보니 기분이 안 좋아.	무시 받으니까 화나시겠어요.
치매에 걸렸다는 걸 가족들이 알면 나를 요양원으로 보낼 것이 분명해. 불안해.	가족 분들께서 요양원으로 보내실 것 같아서 불안하시군요.
막상 암에 선고 받고 살날이 얼마 안남았다는 말을 들으니 오히려 마음이 편해져.	그렇군요. 정말 뭐라고 위로를 해드릴 수도 없어요.
손녀가 나에게 건강히 오래 살아야 한다고 말해줘서 힘이나.	손녀분이 오래 살라고 하셔서 기분이 좋으시겠어요.
가게 직원한테 이용당해서 너무 상처야.	직원에게 배신당해서 상처받으셨군요. 조금 더 자세히 말씀해 주시겠어요?
나이 들고 만성질환으로 아프니 돈이 걱정이야.	돈이 왜 걱정인가요.
이 놈의 당뇨 아주 지긋지긋해. 언제쯤이면 사라질련지.	많이 힘드시겠어요. 어떤 점이 힘드세요?
내가 건강때문에 너무 억울해.	무슨 일 있으셨나요?
병원비가 많이 들어서 자식들에게 미안한 마음이 들어.	자식들이 병원비를 내주는 것이 미안한 마음이 들어 편치가 않으시군요.
친구 때문에 상처 받았어.	친구랑 무슨 일이 있으셨나요?
나의 소셜네트워크서비스에 누가 악플을 달아놨어.	그래요? 나쁜 사람이네요.
내가 아프다고 나를 내쫓았어. 힘들게 얻은 경비직인데.	조금 더 자세히 말씀해 주시겠어요?
병원이 있으니 부쩍 고립된 기분이 들어.	병원에서 고립감을 느끼고 계시는군요.
남편이 또 바람을 폈어.	몇번째 바람인가요?
나는 건강해야 오래산다고 믿어. 나이가 육십이니 이런저런 생각이드네.	건강이 최고죠. 잘 챙긴다면 장수 할 수 있을거에요.
계돈을 갖고 튄 계주를 찾는 중이야.	계주가 계돈을 갖고 도망가서 화나셨겠어요.
자식들이 나는 아직 죽지도 않았는데 재산 분할로 싸워서 슬퍼.	자식들이 어머니에 대한 배려가 없네요.
제대로 노후준비가 되어있지 않아서 자식들한테 용돈 받아서 지내는 게 너무 수치스러워.	재정적으로 자립이 어려워 괴로우시군요.
아들이 준 용돈을 잃어버렸어.	돈을 잃어버리셔서 속상하시겠어요.
혼자 사니까 건강이 더 신경 쓰여.	혼자 살면 아무래도 건강에 더욱 신경 써야 되죠.
딸이 나의 생활을 걱정할까봐 자주 사진을 보내.	그랬군요..딸이 안심되겠어요?
오늘 정말 슬프네.	무슨 일 있으세요.
죽음만 생각하면 모든 사람에게 악의적으로 변해.	어떻게 하면 좋을까요?
이제 걷는 것도 힘들어서 좌절감을 느껴.	몸이 마음대로 안 되면 좌절감을 느낄 것 같아요.
친구한테 죄책감이 들어.	왜 그러세요?
한창때는 돈 버는 게 그렇게 재미있더니 요즘엔 돈이 들어와도 별 감흥이 없어.	무슨 일이신가요? 자세히 말씀해 주시겠어요?
친구들한테 열등감이 들어.	왜 그러세요?
가난한 집안에서 키워 딸에게 해준 것이 없어서 병에 걸린 사실을 딸에게 말 못하겠어요	가난한 집에서 키웠지만 딸은 잘 키워 결혼시키셨잔아요
녹내장 수술을 할 예정인데 혹시나 시력을 잃어버릴까 불안해.	그런 경우를 생각하시면 몹시나 불안하시겠어요.
우리 딸이 요즘 간질 공부중이야. 내가 간질이거든.	정말 좋은 따님을 두셨네요.
나랑 동갑인 지인이 갑자기 죽었어 무척 건강했었는데 말야 너무 충격적이야.	충격을 많이 받으셨군요.
나 몸이 점점 건강해지고 있는것 같아.	몸이 점점 건강해지시는 기분이 드시는군요?
등산을 하다가 넘어졌는데 남편은 내가 넘어진 줄도 모르고 앞만 보고 갔어.	남편은 넘어진 줄도 모르고 앞만 보고 가서 화가 나셨군요.
남편도 자식도 모두 세상을 떠났는데 나만 살아있다니 왜 하늘이 빨리 데려가지 않는지 화가 나.	긴 수명에 오히려 불만이시군요.
어찌해야 하나?	무슨 일이신지 말씀해 주실 수 있으세요?
매일 새벽에 수영 다니는데.새벽에 일어나는게 성가셔. 막상 나가면 괜찮으데 왜 그런지 몰라.	수영하시려고 매일 새벽에 일어나는 일이 힘드시군요. 수영을 하는 이유가 있을까요?
건강에 대한 상처를 받았어.	무슨 일이에요?
은행에서 노후 대출 상담을 받았는데 직원이 상담을 아주 친절하게 해주더라. 참 고마웠어.	친절한 분을 만나셔서 참 기쁘겠어요.
내 우울증을 대수롭지 않게 생각하는 며느리에게 한마디 했어.	며느리에게 한마디 한것에 대해서 미안함이 있을 것 같아요.
형이 아버지 치매를 이용해 내 재산까지 가로채갔어. 형한테 배신당했어.	믿었던 형에게 재산을 뺏겨 배신감이 드는군요.
노인들 체력장을 했는데 내가 꼴찌했어!	그래요? 즐거우셨을것 같아요!
오징어를 잘못 먹었다가 흔들리던 이가 세 개나 부러져서 아프고 슬픈 마음이 들어.	이가 부러져서 아프고 슬픈 마음이 드시는군요.
건강적으로 고립당한 것 같아.	왜 그러세요?
친구에게 사기를 당했는데 어떻게 해야 할지 모르겠어. 큰일이 날까 불안해.	친구에게 사기를 당해 불안하시겠어요.
은퇴하고 몸은 건강 하지만 재정이 적자야.	재정이 적자신가요.
돈 빌려달라고 해서 빌려줬더니 도망가더라고.	그렇군요 전화는 해 보셨나요?
그럴만도 하지. 그렇게 시끄러운데. 내 코골이가 너무 심하니 아내가 이젠 각방을 써.	그런 일이 있으셨군요.
너무 괴롭다.	무슨 일이세요?
코로나 때문에 친구들을 만나기가 겁이 나.	코로나 때문에 친구분들을 만나기 겁나시는군요.
손주가 아파서 병원에가 진료를 받았어	안타까워라 병명이 뭐라고 하나요?
나이가 들어 병원비도 많이 드는데 걱정이야.	연세도 있으신데 걱정되시겠어요.
내가 암으로 죽더라도 나를 버린 자식들에게는 아무 것도 안 남겨줄 거야.	아무것도 남겨주고 싶지 않을 만큼 자녀분들에게 상심이 크셨나 봐요.
내가 지금 당뇨병에 걸려서 인생에 큰 위기야.	안 좋은 병에 걸려서 마음이 심란하시겠군요.
내일부터 새로운 직장에 가게 되는데 사람들과 잘 지낼 수 있을지 두렵다.	새로운 직장에서 만나게 될 사람들에 대해 걱정이 있으시군요.
재정을 잘관리해야 노후에 편안한 생활을 할 수 있어.	재정관리를 어떻게 하셨나요?
치료비로 많은 돈이 나가게 생겼어.	상심이 크시겠어요.
림프종 치료에 이렇게까지 큰 비용이 들줄이야.	생각보다 많이 드는 상황인가요?
나이 들고보니 젊을 때 인간관계를 제대로 쌓아두지 않았던게 아쉬워.	시간이 지나고 보니 후회가 되시는군요?
역시 마누라가 최고야.	부부 금술이 좋으신가봐요?
아픈 거 티 내면 가족들이 경제적으로 부담 느낄까 봐 그냥 참고 있어.	가족들에게 경제적으로 부담을 주시고 싶지 않아 아픈 걸 참고 있으시군요.
요즘 이곳저곳이 아프네.	몸이 아프신가요?
은퇴했는데 모아둔 돈이 별로 없어서 어떻게 시간을 보내야 되는지 모르겠어.	은퇴 후 생활이 많이 걱정되기도 하고 고민도 되겠어요.
친구 하나가 주변 노인네들과 자기 신세를 비교하며 없이 사니 서글프다는데 하루 이틀이어야지.	늘 같은 고민을 들으려니 마음이 편치 않으신가 봐요.
